question_id,category,subcategory,question,options_json,answer,contexts_json
1056,theory_of_mind,theory_of_mind,Why did Nicous look at his phone while Shure asked him to play a chord for 'Canon in D'?,"[""He misunderstood Shure’s instructions and was searching for full sheet music."", ""He was recording Shure’s performance to share it later."", ""He was responding to a text message unrelated to the performance."", ""He was setting an alarm to remind him of something."", ""He was checking the chord structure for 'Canon in D' to confirm Shure's request.""]",He misunderstood Shure’s instructions and was searching for full sheet music.,"{""DAY6_19500000_19550000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
1057,theory_of_mind,theory_of_mind,What did Shure's girlfriend think about the song she was asked to sing?,"[""She thought the song wouldn’t suit a duet performance."", ""She believed she had never heard that specific song before."", ""She thought the song was too difficult for her to attempt."", ""She assumed the song wasn’t lyrical enough for the mood."", ""She believed the song was by Leehom Wang and not Accusefive.""]",She believed she had never heard that specific song before.,"{""DAY6_20150000_20200000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
1058,theory_of_mind,theory_of_mind,Why did Shure ask about transposing the song into D major?,"[""He couldn’t play the current key accurately and needed it simplified."", ""He wanted to experiment with how the song would sound in a different key."", ""He thought it was the original key and wanted to revert it."", ""He needed the lower key for his girlfriend to sing comfortably."", ""He believed Katrina couldn’t sing it in the current key.""]",He couldn’t play the current key accurately and needed it simplified.,"{""DAY6_20150000_20200000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
1059,theory_of_mind,theory_of_mind,"During the after-party following the performance, how did Jake misinterpret Alice and Lucia's earlier concerns about leftover food?","[""He thought Alice was genuinely against keeping leftovers together."", ""He assumed everyone preferred fresh food over refrigerated meals."", ""He believed they wanted the clams stored despite saying otherwise."", ""He believed Lucia would discard items since she disliked leftovers."", ""He mistook their casual remarks as serious instructions.""]",He assumed everyone preferred fresh food over refrigerated meals.,"{""DAY6_20550000_21000000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
1060,theory_of_mind,theory_of_mind,Why didn’t Jack sit next to Katrina during the after-party following the performance?,"[""Because Alice and Lucia took those seats first"", ""Because he didn't want to interrupt Shure's conversation"", ""Because Nicous had already reserved the seat"", ""Because he was busy helping the photographer"", ""Because he had already left at that point""]",Because he had already left at that point,"{""DAY6_21100000_21150000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
1061,theory_of_mind,theory_of_mind,Why did Alice question if her tolerance for alcohol had changed?,"[""She felt lighter-headed than usual after drinking liquor."", ""She misunderstood the type of drink being served."", ""Shure mentioned the wine’s strong alcohol percentage."", ""Lucia compared current drinks to ones they had before."", ""Nicous teased her about her drinking habits.""]",Shure mentioned the wine’s strong alcohol percentage.,"{""DAY6_21100000_21150000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
1062,theory_of_mind,theory_of_mind,What mental state did Shure project onto the group members when suggesting using paper cups?,"[""He thought they didn’t mind reusing old items."", ""He believed they were environmentally conscious."", ""He thought they were too lazy to wash dishes."", ""He assumed practicality was more important than tradition."", ""He believed they were indifferent to minor details.""]",He thought they were too lazy to wash dishes.,"{""DAY6_21100000_21150000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
1063,theory_of_mind,theory_of_mind,How did Katrina feel about the Nordic men’s reactions to invitations?,"[""She thought they were deliberately avoiding fun activities."", ""She found it humorous that they didn't respond well."", ""She perceived their lack of interest as expected."", ""She believed their reactions were culturally significant."", ""She felt indifferent, focusing on her interactions.""]",She perceived their lack of interest as expected.,"{""DAY6_21150000_21200000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""SHURE""]}"
1064,theory_of_mind,theory_of_mind,Why did Alice think it was odd to keep recording after the lights went out?,"[""Because she believed the power cut was deliberate sabotage."", ""Because she was worried about the cost of electricity."", ""Because it was too dark to see anyone clearly."", ""Because the cameras didn’t work properly in low light."", ""Because she thought everyone would stop filming in low light.""]",Because it was too dark to see anyone clearly.,"{""DAY6_21300000_21350000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""SHURE""]}"
1065,theory_of_mind,theory_of_mind,What did Lucia wrongly assume about the lights going out?,"[""That it was caused by someone playing a trick."", ""That it affected the entire neighborhood."", ""That the lights would come back on immediately."", ""That the power cut was scheduled for later."", ""That it was a problem with her own equipment.""]",That the power cut was scheduled for later.,"{""DAY6_21300000_21350000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""SHURE""]}"
1066,theory_of_mind,theory_of_mind,Why was Lucia hesitant to explore many places in Beijing during her undergrad?,"[""Because she believed most places were closed."", ""Because her internship didn't allow time for exploration."", ""Because the city was too big and inconvenient to travel in."", ""Because she assumed she had already seen everything important."", ""Because she didn't have enough money to travel.""]",Because the city was too big and inconvenient to travel in.,"{""DAY6_21300000_21350000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""SHURE""]}"
1067,theory_of_mind,theory_of_mind,What did Nicous assume about why people were interested in Katrina’s social media posts?,"[""That she shared high-quality content that drew attention."", ""That her updates were about controversial topics."", ""That people were stalking her life due to her popularity."", ""That Katrina's posts were relatable to many people."", ""That her content was too frequent, making people curious.""]","That her content was too frequent, making people curious.","{""DAY6_21350000_21400000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
1068,theory_of_mind,theory_of_mind,Why did Katrina bring up her advice about 'how to use time well' when talking about the man interested in her?,"[""She felt it portrayed her as organized and helpful to others."", ""She wanted to highlight her efforts to help him."", ""She believed it was an example of building meaningful connections."", ""She intended to show she wasn’t leading him on emotionally."", ""She thought it explained why he became interested in her.""]",She thought it explained why he became interested in her.,"{""DAY6_21350000_21400000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
1069,theory_of_mind,theory_of_mind,What perception did Shure have about Jake’s attitude during the group discussion on relationship psychology?,"[""Jake was hesitant and unsure about interrupting the discussion."", ""Jake was focused but slightly impatient with ongoing conversations."", ""Jake seemed disinterested and wanted the day to end quickly."", ""Jake appeared confused about what others were discussing."", ""Jake wanted the group to agree before making any decisions.""]",Jake seemed disinterested and wanted the day to end quickly.,"{""DAY6_21350000_21400000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
1070,theory_of_mind,theory_of_mind,Why did Katrina clarify that one of the Beiyou guys invited his senior and another friend?,"[""Because the senior wanted to reduce potential awkwardness in the group."", ""To justify why she thought the group plan felt unnecessary."", ""To explain why they needed more people for the trip."", ""To share why couples shouldn’t bring along outsiders."", ""To emphasize her point about group dynamics at the safari park.""]",Because the senior wanted to reduce potential awkwardness in the group.,"{""DAY6_22000000_22050000"": [""JAKE"", ""KATRINA""]}"
1071,theory_of_mind,theory_of_mind,What did Katrina wrongly assume while looking at Nicous and Violet filming?,"[""That they were wrapping up their session immediately."", ""That Jake wasn’t involved in their filming plans."", ""That they were photographing desserts."", ""That filming had been done in the second-floor living room."", ""That Violet and Nicous would soon ask for her help.""]",That they were wrapping up their session immediately.,"{""DAY6_22100000_22150000"": [""JAKE"", ""KATRINA""]}"
1072,theory_of_mind,theory_of_mind,What made Lucia jokingly compare Jake to GPT while sealing food in the kitchen?,"[""Jake made a technical error similar to common AI behavior"", ""Jake was actively helping and making humorous remarks about his intelligence"", ""Jake kept reciting repetitive phrases about power banks"", ""Lucia thought Jake’s organized actions matched a computer program"", ""Jake created a rhyme about sealing food and technology""]",Jake was actively helping and making humorous remarks about his intelligence,"{""DAY6_22100000_22150000"": [""JAKE"", ""KATRINA""]}"
1073,theory_of_mind,theory_of_mind,Why did Jake smile and respond to Nicous by referring to a 'national guardian'?,"[""He respected Nicous's contributions to the country."", ""He thought it was a metaphor for teamwork and unity."", ""He misunderstood Nicous's reference to the aircraft carrier."", ""He believed Nicous was talking about a donation program."", ""He assumed Nicous was joking about his smoking habits.""]",He believed Nicous was talking about a donation program.,"{""DAY6_22150000_22200000"": [""JAKE""]}"
1074,theory_of_mind,theory_of_mind,"When Shure was unsure about where to place an object in the kitchen, what was Shure likely thinking?","[""Shure decided to check with Jake whether the object was necessary."", ""Shure couldn’t decide between placing it on the microwave or beside the kettle."", ""Shure was worried his girlfriend might need it for her gadgets."", ""Shure thought it might belong in a drawer but couldn't find the right one."", ""Shure was deciding where it would best fit amongst the cooking items.""]",Shure couldn’t decide between placing it on the microwave or beside the kettle.,"{""DAY7_10500000_10550000"": [""SHURE""]}"
1075,theory_of_mind,theory_of_mind,What **misunderstanding** occurred regarding the joint mechanism of the stand?,"[""Shure wanted to use the stand for something unrelated."", ""Others were unsure if the mechanism was functioning correctly."", ""Others assumed Shure already knew how it worked."", ""Shure believed the stand wasn't adjustable."", ""Shure thought it was unsuitable for cameras.""]",Shure believed the stand wasn't adjustable.,"{""DAY7_10550000_11000000"": [""SHURE""]}"
1076,theory_of_mind,theory_of_mind,Why did Lucia pause and try to explain how watching a movie is different from binge-watching shows?,"[""Because she thought Jake also didn't understand her habits."", ""Because she believed Shure misunderstood her habits and wanted to clarify."", ""Because she wanted Shure and Jake to agree on her explanation first."", ""Because Shure was repeatedly asking about movies, not shows."", ""Because she assumed no one had ever asked her that before and was caught off-guard.""]",Because she believed Shure misunderstood her habits and wanted to clarify.,"{""DAY7_11300000_11350000"": [""SHURE""]}"
1077,theory_of_mind,theory_of_mind,Why might Shure have thought his girlfriend was choking while chatting with her?,"[""She appeared to be biting her fingers repeatedly."", ""She leaned forward abruptly while they were speaking."", ""She drank water quickly after eating."", ""She gestured toward her throat during the conversation."", ""She coughed lightly while they were sitting together.""]",She appeared to be biting her fingers repeatedly.,"{""DAY7_11350000_11400000"": [""SHURE""]}"
1078,theory_of_mind,theory_of_mind,Why did Shure laugh when Katrina mentioned her voice messages?,"[""Shure remembered he had similar embarrassing experiences."", ""Shure thought Katrina was exaggerating her situation."", ""Shure found Katrina clumsy in her morning routine."", ""Shure noticed Katrina wasn't serious about the situation."", ""Shure found the whole situation about her forgetting funny.""]",Shure remembered he had similar embarrassing experiences.,"{""DAY7_11400000_11450000"": [""SHURE""]}"
1079,theory_of_mind,theory_of_mind,What was Alice's likely intention when asking about catching chemistry?,"[""To motivate Shure to complete their assignment"", ""To ask casually without real urgency"", ""To warn about consequences of not finishing"", ""To see if anyone needed assistance with chemistry"", ""To clarify if everyone had their resources ready""]",To warn about consequences of not finishing,"{""DAY7_11450000_11500000"": [""SHURE""]}"
1080,theory_of_mind,theory_of_mind,Why did Shure ask for scrambled eggs to be placed in front of Jake?,"[""Because Katrina asked Shure to move it to Jake’s place."", ""Because Jake specifically requested scrambled eggs earlier."", ""Because Alice hinted Jake hadn’t eaten enough yet."", ""Because Shure wanted Jake to acknowledge the cooking effort."", ""Because he believed it was Jake’s favorite dish.""]",Because he believed it was Jake’s favorite dish.,"{""DAY7_12150000_12200000"": [""JAKE"", ""ALICE"", ""TASHA"", ""KATRINA"", ""SHURE""]}"
1081,theory_of_mind,theory_of_mind,Why might Lucia have thought her phone was lost while she was moving between rooms?,"[""She left it at the cardboard box Alice was eating near."", ""She forgot she had left it upstairs on the second floor earlier."", ""Her focus on washing clothes and moving rooms caused confusion."", ""She misplaced it earlier while setting down the Wangzai milk."", ""She assumed someone else might have taken it after seeing Tasha downstairs.""]",She forgot she had left it upstairs on the second floor earlier.,"{""DAY7_13200000_13250000"": [""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
1082,theory_of_mind,theory_of_mind,Why did Shure start teaching his girlfriend the game despite it running out of battery?,"[""He didn’t want to interrupt her interest in learning the game."", ""He didn’t realize the console didn’t have enough power left."", ""He hadn’t saved his own progress and was stalling for time."", ""He thought she would understand better if demonstrated immediately."", ""He believed it would recharge quickly while they played.""]",He believed it would recharge quickly while they played.,"{""DAY7_14200000_14250000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
1083,theory_of_mind,theory_of_mind,"Why did Lucia seem reflective while singing, and how might this contrast with Tasha?","[""Lucia was distracted by her e-book, unlike Tasha's steady scrolling."", ""Lucia sang melancholic songs while Tasha had upbeat music."", ""Lucia reminisced about a movie, while Tasha focused on videos."", ""Tasha refreshed hastily, whereas Lucia immersed herself deeply."", ""Lucia was piecing lyrics together thoughtfully, unlike Tasha’s habits.""]","Lucia reminisced about a movie, while Tasha focused on videos.","{""DAY7_14350000_14400000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
1084,theory_of_mind,theory_of_mind,What was Alice’s initial assumption about Jake’s plans when he forgot to sweep?,"[""She believed Jake had moved on to another task upstairs."", ""She thought Jake was planning to avoid doing any chores."", ""She believed Jake intended to clean later but got distracted."", ""She figured Jake might have an errand to handle."", ""She assumed Jake deliberately left the sweeping job unfinished.""]",She figured Jake might have an errand to handle.,"{""DAY7_15050000_15100000"": [""JAKE"", ""ALICE"", ""LUCIA""]}"
1085,theory_of_mind,theory_of_mind,Why did Lucia believe it was polite to ask for someone’s name even after it was mentioned several times?,"[""She thought it sounded abstract and was unsure."", ""She believed asking multiple times shows respect."", ""She misunderstood when others mentioned it."", ""She assumed the name might have changed."", ""She genuinely forgot the name each time.""]",She believed asking multiple times shows respect.,"{""DAY7_15100000_15150000"": [""JAKE"", ""ALICE"", ""LUCIA""]}"
1086,theory_of_mind,theory_of_mind,Why did Tasha ask Jake about tickets for tomorrow?,"[""She assumed there were no tickets left based on a previous conversation."", ""She was confused about the date and double-checking the timing with Jake."", ""She misunderstood Jake’s earlier statement about tickets and thought they were already sold out."", ""She believed she needed to leave for school but wanted confirmation about availability."", ""She believed Jake had misunderstood her plans for staying longer.""]",She believed she needed to leave for school but wanted confirmation about availability.,"{""DAY7_17200000_17250000"": [""TASHA"", ""SHURE""]}"
1087,theory_of_mind,theory_of_mind,Why did Tasha look up at the sky while in the yard?,"[""She was checking if it might rain."", ""She heard a loud noise from above."", ""She was enjoying the view outside."", ""She wanted to confirm the time of sunset."", ""She saw someone waving from a window.""]",She was checking if it might rain.,"{""DAY7_17200000_17250000"": [""TASHA"", ""SHURE""]}"
1088,theory_of_mind,theory_of_mind,Why did Tasha feel like she couldn’t eat anymore after finishing the cake?,"[""Because she was already feeling uncomfortably full."", ""Because she thought eating more would cause breakouts."", ""Because she wanted to stay within her budget for the day."", ""Because she was saving the budget for breakfast the next day."", ""Because the cake was too sweet, leaving her craving nothing else.""]",Because she wanted to stay within her budget for the day.,"{""DAY7_17250000_17300000"": [""TASHA"", ""SHURE""]}"
1089,theory_of_mind,theory_of_mind,Why was Katrina surprised about the food orders from McDonald's?,"[""Katrina misunderstood and thought McDonald's was already paid for."", ""Katrina thought the McDonald's amount was very high."", ""Katrina assumed they were ordering healthier food."", ""Katrina believed everyone shared duties for food costs."", ""Katrina wasn’t aware they had ordered McDonald's previously.""]",Katrina wasn’t aware they had ordered McDonald's previously.,"{""DAY7_17400000_17450000"": [""JAKE"", ""TASHA"", ""LUCIA"", ""KATRINA""]}"
1090,theory_of_mind,theory_of_mind,What was Shure’s belief when asking if his glasses can be reimbursed?,"[""He thought glasses were an essential safety item for his work."", ""He misunderstood Alice's joke about glasses and applied it to reimbursements."", ""He genuinely thought all expenses during work could be claimed."", ""He was intentionally mocking the idea of reimbursements."", ""He believed it was a new policy introduced by his boss.""]",He was intentionally mocking the idea of reimbursements.,"{""DAY7_17450000_17500000"": [""JAKE"", ""TASHA"", ""LUCIA"", ""KATRINA""]}"
1091,theory_of_mind,theory_of_mind,Why do you think Jake asked if people were eating?,"[""He was confused because everyone was busy with something else."", ""He wanted to check if Katrina brought enough food for everyone."", ""He was worried there wouldn’t be food left later in the evening."", ""He wanted to make sure it wasn’t rude for him to start eating watermelon first."", ""He was concerned about whether everyone was feeling well.""]",He was confused because everyone was busy with something else.,"{""DAY7_18000000_18050000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA""]}"
1092,theory_of_mind,theory_of_mind,Why did Tasha ask if she could remove her glasses?,"[""She wanted Jake’s opinion while playing with the cat."", ""She misread the situation and believed it was time to leave."", ""She intended to relax after confirming Alice’s packing list."", ""She believed everyone had finished packing and the move was done."", ""She thought glasses were no longer needed for the task at hand.""]",She believed everyone had finished packing and the move was done.,"{""DAY7_18250000_18300000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA""]}"
1093,theory_of_mind,theory_of_mind,What does Liu Ting intend when asking Alice about her outfit the first day they met?,"[""To prove that he has a sharp memory."", ""To poke fun at her love for red clothing."", ""To engage her in playful conversation."", ""To recall the nostalgic details of their meeting."", ""To challenge her memory of that day.""]",To challenge her memory of that day.,"{""DAY7_19000000_19050000"": [""JAKE"", ""ALICE""]}"
1094,theory_of_mind,theory_of_mind,Why did Tasha think it was odd for Jake to finish everything himself?,"[""She thought the work required more than one person's effort."", ""She misunderstood the scope of the project Jake had undertaken."", ""She believed Xie Binzhu should have helped with the work."", ""She thought Jake lacked the necessary tools to complete the job alone."", ""She assumed they had agreed to complete the task as a team.""]",She believed Xie Binzhu should have helped with the work.,"{""DAY7_19350000_19400000"": [""JAKE"", ""LUCIA""]}"
1095,temporal_reasoning,comparison,"Which of the following happened last? A) Jake systematically scanned all rooms with his phone to document the space B) Tasha multitasked on her phone and instructed refrigerating dessert before the meal, C) Katrina settled on a simple upbeat dance during pancake cooking, D) Alice filmed Shure’s drum game and tried the claw machine, E) Lucia coordinated cake layering and joined the group for outdoor dining,","[""A"", ""B"", ""C"", ""D"", ""E""]",A,"{""DAY2_11000000_11100000"": [""KATRINA""], ""DAY3_15500000_16000000"": [""ALICE""], ""DAY3_21300000_21400000"": [""LUCIA""], ""DAY5_22400000_22500000"": [""TASHA""], ""DAY7_14300000_14400000"": [""JAKE""]}"
1096,temporal_reasoning,comparison,"Which of the following happened last? A) Tasha watched a rice ball video and read comments, B) Katrina went upstairs and washed hands by the pool, C) Jake encouraged Katrina’s flower craft discussion, D) Alice scrolled comments on an anime puppy image E) Lucia and Jake finished assembling a plastic cabinet,","[""A"", ""B"", ""C"", ""D"", ""E""]",D,"{""DAY1_11340000_11343000"": [""JAKE""], ""DAY4_13210000_13213000"": [""KATRINA""], ""DAY4_17173000_17180000"": [""LUCIA""], ""DAY5_16353000_16360000"": [""TASHA""], ""DAY6_13140000_13143000"": [""ALICE""]}"
1097,temporal_reasoning,comparison,What happened between when Alice was prepping garlic for hot pot and when Jake was checking power banks?,"[""Lucia finished putting up stickers on the wall."", ""Katrina ate lunch and picked at dishes at the table."", ""Tasha sorted puzzle-like fragments on her side."", ""Alice drove home from work in the morning."", ""Shure hosted a meeting the following week.""]",Lucia finished putting up stickers on the wall.,"{""DAY1_13010000_13013000"": [""TASHA""], ""DAY1_20050000_20053000"": [""ALICE""], ""DAY6_12273000_12280000"": [""LUCIA""], ""DAY6_15470000_15473000"": [""JAKE""], ""DAY7_12283000_12290000"": [""KATRINA""]}"
1098,temporal_reasoning,comparison,"Which is the correct sequence of events? A) Katrina coordinated group plans and logistics for outings and decor after confirming next-day weather, B) Alice organized an evening social with dance practice, group photos, and attended Shure’s music-comedy performance C) Jake led a mall run with arcade time and grocery shopping for the upcoming barbecue,","[""A-C-B"", ""B-A-C"", ""C-A-B"", ""A-B-C"", ""B-C-A""]",A-C-B,"{""DAY2_21500000_22500000"": [""KATRINA""], ""DAY3_15400000_16400000"": [""JAKE""], ""DAY4_15300000_16300000"": [""LUCIA""], ""DAY4_16300000_17300000"": [""TASHA""], ""DAY6_19100000_20100000"": [""ALICE""]}"
1099,temporal_reasoning,comparison,Which is the correct sequence of events? A) Jake pushed a cart and decided to buy blueberries on sale. B) Katrina chilled items in the fridge and celebrated cracking an egg in the kitchen. C) Lucia compared prices and picked onions while grocery shopping.,"[""B-A-C"", ""A-B-C"", ""C-A-B"", ""A-C-B"", ""B-C-A""]",C-A-B,"{""DAY1_19563000_19570000"": [""KATRINA""], ""DAY3_16460000_16463000"": [""LUCIA""], ""DAY3_20200000_20203000"": [""TASHA""], ""DAY4_21420000_21423000"": [""ALICE""], ""DAY5_16080000_16083000"": [""JAKE""]}"
1100,temporal_reasoning,comparison,"Which is the correct sequence of events? A) Shure set up continuous recording and oversaw meal and budget logistics, B) Jake coordinated kitchen setup and lunch orders after furniture and puzzle work, C) Katrina led evening music rehearsal and setlist planning","[""C-A-B"", ""A-C-B"", ""B-A-C"", ""B-C-A"", ""A-B-C""]",B-A-C,"{""DAY1_11090000_12100000"": [""ALICE""], ""DAY1_13100000_14100000"": [""JAKE""], ""DAY4_12500000_13500000"": [""SHURE""], ""DAY4_16300000_17300000"": [""TASHA""], ""DAY4_20300000_21300000"": [""KATRINA""]}"
1101,temporal_reasoning,comparison,"Which of the following happened last? A) Jake kept the beat during a late-night performance, B) Katrina talked crypto mining and pricing with Shure, C) Tasha organized kitchenware and chatted about 'S', D) Alice discussed food plans and tasks before going upstairs, E) Lucia tidied bedding while complaining of exhaustion","[""A"", ""B"", ""C"", ""D"", ""E""]",E,"{""DAY1_13580000_13583000"": [""TASHA""], ""DAY4_13023000_13030000"": [""ALICE""], ""DAY4_22100000_22103000"": [""JAKE""], ""DAY6_10180000_10183000"": [""KATRINA""], ""DAY6_12340000_12343000"": [""LUCIA""]}"
1102,temporal_reasoning,comparison,"Which of the following happened last? A) Jake leads a celebratory toast and jokes about open-source success, B) Tasha reviews phone and pages while group chats, C) Shure starts making coffee, pouring beans into the machine, D) Alice oversees dessert prep as friends dip breadsticks into coffee, E) Lucia folds a beautiful tablecloth to take it away","[""A"", ""B"", ""C"", ""D"", ""E""]",E,"{""DAY2_17013000_17020000"": [""TASHA""], ""DAY2_18360000_18363000"": [""JAKE""], ""DAY5_11303000_11310000"": [""SHURE""], ""DAY5_20520000_20523000"": [""ALICE""], ""DAY7_15300000_15303000"": [""LUCIA""]}"
1103,temporal_reasoning,comparison,What happened between when Tasha was baking cupcakes and coordinating dinner and when Lucia led the move upstairs for lunch?,"[""Jake conducted a sunrise inventory check before the first meeting."", ""Jake ran the morning meeting and organized equipment."", ""Alice was getting her makeup done and planning takeout."", ""Shure led a farewell ceremony at week’s end."", ""Katrina coordinated reimbursements and packed to leave.""]",Alice was getting her makeup done and planning takeout.,"{""DAY1_11090000_12100000"": [""JAKE""], ""DAY1_20100000_20500000"": [""TASHA""], ""DAY2_11500000_12500000"": [""ALICE""], ""DAY2_12500000_13200000"": [""LUCIA""], ""DAY7_17300000_18300000"": [""KATRINA""]}"
1104,temporal_reasoning,comparison,"Which of the following happened first? A) Jake opened walking navigation and followed Shure B) Lucia worked with Alice and Tasha on the puzzle, C) Alice swept fragments up and asked for help with the bag, D) Shure chatted with Katrina about her lost contact lens, E) Tasha scrolled her phone and glanced toward the kitchen,","[""A"", ""B"", ""C"", ""D"", ""E""]",B,"{""DAY1_13073000_13080000"": [""LUCIA""], ""DAY2_21180000_21183000"": [""TASHA""], ""DAY4_11313000_11320000"": [""ALICE""], ""DAY5_18320000_18323000"": [""SHURE""], ""DAY5_18593000_18600000"": [""JAKE""]}"
1105,temporal_reasoning,comparison,"Which of the following happened last? A) Katrina started the driving game and operated controls, B) Alice followed dice chat as Jake headed to kitchen, C) Jake set up gear and charged his power bank D) Lucia finished wiping the basin and went to eat, E) Tasha watched Douyin while snacking on vegetables,","[""A"", ""B"", ""C"", ""D"", ""E""]",C,"{""DAY3_12320000_12323000"": [""ALICE""], ""DAY3_16093000_16100000"": [""KATRINA""], ""DAY3_21253000_21260000"": [""LUCIA""], ""DAY4_18553000_18560000"": [""TASHA""], ""DAY7_14263000_14270000"": [""JAKE""]}"
1106,temporal_reasoning,comparison,What happened between when Alice was resting in the living room during Lucia and Jake's banter and when Jake discussed getting a rabies shot?,"[""Jake led a morning training session for volunteers."", ""Tasha compared rental options and budgets while scrolling on her phone."", ""Lucia joked about being 'Construction Pig Brother Zhu' in her room."", ""Katrina hosted a late farewell party for the group."", ""Shure organized the yard and packed his guitar.""]",Tasha compared rental options and budgets while scrolling on her phone.,"{""DAY4_11550000_11553000"": [""ALICE""], ""DAY4_13213000_13220000"": [""TASHA""], ""DAY4_21580000_21583000"": [""JAKE""], ""DAY6_11300000_11303000"": [""SHURE""], ""DAY7_15113000_15120000"": [""LUCIA""]}"
1107,temporal_reasoning,comparison,"Which of the following happened first? A) Lucia heard the dessert auction pitch as Tasha drank water B) Alice watched Tasha squeeze cream and adjust egg tarts, C) Katrina kept singing while Shure adjusted the tablet, D) Tasha opened a package and revealed a painting, E) Jake saw Katrina show postcards and Choiszt hand out desserts,","[""A"", ""B"", ""C"", ""D"", ""E""]",C,"{""DAY4_21200000_21203000"": [""KATRINA""], ""DAY6_12013000_12020000"": [""TASHA""], ""DAY6_16043000_16050000"": [""ALICE""], ""DAY6_16460000_16463000"": [""JAKE""], ""DAY6_17360000_17363000"": [""LUCIA""]}"
1108,temporal_reasoning,comparison,"Which of the following happened first? A) Katrina agreed to help with bathroom chores, B) Alice discussed curtains while cutting star stickers C) Lucia watched as Jake discussed storage space, D) Tasha watched a game stream as dinner was announced, E) Jake watched Shure work and spoke with him,","[""A"", ""B"", ""C"", ""D"", ""E""]",C,"{""DAY1_19283000_19290000"": [""LUCIA""], ""DAY2_17180000_17183000"": [""KATRINA""], ""DAY2_18263000_18270000"": [""TASHA""], ""DAY3_15550000_15553000"": [""JAKE""], ""DAY6_11363000_11370000"": [""ALICE""]}"
1109,temporal_reasoning,comparison,"Which of the following happened first? A) Alice helped organize bags, then rested watching others work, B) Lucia chatted about rain and karaoke that evening C) Shure photographed the computer while chatting about room decor, D) Tasha fed fish at the lake while eating pizza, E) Jake plugged in a power bank for his phone,","[""A"", ""B"", ""C"", ""D"", ""E""]",C,"{""DAY2_16450000_16453000"": [""SHURE""], ""DAY3_14533000_14540000"": [""TASHA""], ""DAY3_18090000_18093000"": [""ALICE""], ""DAY6_11063000_11070000"": [""JAKE""], ""DAY6_20593000_20600000"": [""LUCIA""]}"
1110,temporal_reasoning,comparison,"Which of the following happened first? A) Lucia joined dinner, cleaning, and event planning discussions, B) Shure packed belongings and helped set up musical equipment C) Alice's group brainstormed and trialed eco-themed games for an upcoming event, D) Tasha led kitchen prep, mixing batter and organizing tools, E) Jake set up lighting and coordinated equipment during meal prep,","[""A"", ""B"", ""C"", ""D"", ""E""]",C,"{""DAY1_12200000_12300000"": [""ALICE""], ""DAY1_20000000_20100000"": [""TASHA""], ""DAY2_18100000_18200000"": [""JAKE""], ""DAY5_20100000_20200000"": [""LUCIA""], ""DAY6_12400000_12500000"": [""SHURE""]}"
1111,temporal_reasoning,comparison,"Which of the following happened first? A) Tasha decided to log off and stopped playing, B) Jake walked with friends discussing coins and work, C) Lucia switched between music apps and returned to the main interface, D) Katrina edited a PPT while others chatted around, E) Alice cut star stickers while discussing curtains with Lucia","[""A"", ""B"", ""C"", ""D"", ""E""]",A,"{""DAY4_11183000_11190000"": [""TASHA""], ""DAY4_17043000_17050000"": [""LUCIA""], ""DAY5_12520000_12523000"": [""KATRINA""], ""DAY6_11013000_11020000"": [""JAKE""], ""DAY6_11363000_11370000"": [""ALICE""]}"
